Nivel;ID;Denominacion
4;L504-TR-1192-02;DISCO GIRATORIO
5;L504-TR-1192-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1192-02-02;RODAMIENTO
5;L504-TR-1192-02-03;DISCO INTERNO
4;L504-TR-1192-03;TAMBOR
5;L504-TR-1192-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1193;SPOOL DE BANDAS TR 1193
4;L504-TR-1193-01;DISCO FIJO
5;L504-TR-1193-01-01;ESPIRAL DERECHO
4;L504-TR-1193-02;DISCO GIRATORIO
5;L504-TR-1193-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1193-02-02;RODAMIENTO
5;L504-TR-1193-02-03;DISCO INTERNO
4;L504-TR-1193-03;TAMBOR
5;L504-TR-1193-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1194;SPOOL DE BANDAS TR 1194
4;L504-TR-1194-01;DISCO FIJO
5;L504-TR-1194-01-01;ESPIRAL DERECHO
4;L504-TR-1194-02;DISCO GIRATORIO
5;L504-TR-1194-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1194-02-02;RODAMIENTO
5;L504-TR-1194-02-03;DISCO INTERNO
4;L504-TR-1194-03;TAMBOR
5;L504-TR-1194-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1195;SPOOL DE BANDAS TR 1195
4;L504-TR-1195-01;DISCO FIJO
5;L504-TR-1195-01-01;ESPIRAL DERECHO
4;L504-TR-1195-02;DISCO GIRATORIO
5;L504-TR-1195-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1195-02-02;RODAMIENTO
5;L504-TR-1195-02-03;DISCO INTERNO
4;L504-TR-1195-03;TAMBOR
5;L504-TR-1195-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1196;SPOOL DE BANDAS TR 1196
4;L504-TR-1196-01;DISCO FIJO
5;L504-TR-1196-01-01;ESPIRAL DERECHO
4;L504-TR-1196-02;DISCO GIRATORIO
5;L504-TR-1196-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1196-02-02;RODAMIENTO
5;L504-TR-1196-02-03;DISCO INTERNO
4;L504-TR-1196-03;TAMBOR
5;L504-TR-1196-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1197;SPOOL DE BANDAS TR 1197
4;L504-TR-1197-01;DISCO FIJO
5;L504-TR-1197-01-01;ESPIRAL DERECHO
4;L504-TR-1197-02;DISCO GIRATORIO
5;L504-TR-1197-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1197-02-02;RODAMIENTO
5;L504-TR-1197-02-03;DISCO INTERNO
4;L504-TR-1197-03;TAMBOR
5;L504-TR-1197-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1198;SPOOL DE BANDAS TR 1198
4;L504-TR-1198-01;DISCO FIJO
5;L504-TR-1198-01-01;ESPIRAL DERECHO
4;L504-TR-1198-02;DISCO GIRATORIO
5;L504-TR-1198-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1198-02-02;RODAMIENTO
5;L504-TR-1198-02-03;DISCO INTERNO
4;L504-TR-1198-03;TAMBOR
5;L504-TR-1198-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1199;SPOOL DE BANDAS TR 1199
4;L504-TR-1199-01;DISCO FIJO
5;L504-TR-1199-01-01;ESPIRAL DERECHO
4;L504-TR-1199-02;DISCO GIRATORIO
5;L504-TR-1199-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1199-02-02;RODAMIENTO
5;L504-TR-1199-02-03;DISCO INTERNO
4;L504-TR-1199-03;TAMBOR
5;L504-TR-1199-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1200;SPOOL DE BANDAS TR 1200
4;L504-TR-1200-01;DISCO FIJO
5;L504-TR-1200-01-01;ESPIRAL DERECHO
4;L504-TR-1200-02;DISCO GIRATORIO
5;L504-TR-1200-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1200-02-02;RODAMIENTO
5;L504-TR-1200-02-03;DISCO INTERNO
4;L504-TR-1200-03;TAMBOR
5;L504-TR-1200-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1201;SPOOL DE BANDAS TR 1201
4;L504-TR-1201-01;DISCO FIJO
5;L504-TR-1201-01-01;ESPIRAL DERECHO
4;L504-TR-1201-02;DISCO GIRATORIO
5;L504-TR-1201-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1201-02-02;RODAMIENTO
5;L504-TR-1201-02-03;DISCO INTERNO
4;L504-TR-1201-03;TAMBOR
5;L504-TR-1201-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1202;SPOOL DE BANDAS TR 1202
4;L504-TR-1202-01;DISCO FIJO
5;L504-TR-1202-01-01;ESPIRAL DERECHO
4;L504-TR-1202-02;DISCO GIRATORIO
5;L504-TR-1202-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1202-02-02;RODAMIENTO
5;L504-TR-1202-02-03;DISCO INTERNO
4;L504-TR-1202-03;TAMBOR
5;L504-TR-1202-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1203;SPOOL DE BANDAS TR 1203
4;L504-TR-1203-01;DISCO FIJO
5;L504-TR-1203-01-01;ESPIRAL DERECHO
4;L504-TR-1203-02;DISCO GIRATORIO
5;L504-TR-1203-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1203-02-02;RODAMIENTO
5;L504-TR-1203-02-03;DISCO INTERNO
4;L504-TR-1203-03;TAMBOR
5;L504-TR-1203-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1204;SPOOL DE BANDAS TR 1204
4;L504-TR-1204-01;DISCO FIJO
5;L504-TR-1204-01-01;ESPIRAL DERECHO
4;L504-TR-1204-02;DISCO GIRATORIO
5;L504-TR-1204-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1204-02-02;RODAMIENTO
5;L504-TR-1204-02-03;DISCO INTERNO
4;L504-TR-1204-03;TAMBOR
5;L504-TR-1204-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1205;SPOOL DE BANDAS TR 1205
4;L504-TR-1205-01;DISCO FIJO
5;L504-TR-1205-01-01;ESPIRAL DERECHO
4;L504-TR-1205-02;DISCO GIRATORIO
5;L504-TR-1205-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1205-02-02;RODAMIENTO
5;L504-TR-1205-02-03;DISCO INTERNO
4;L504-TR-1205-03;TAMBOR
5;L504-TR-1205-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1206;SPOOL DE BANDAS TR 1206
4;L504-TR-1206-01;DISCO FIJO
5;L504-TR-1206-01-01;ESPIRAL DERECHO
4;L504-TR-1206-02;DISCO GIRATORIO
5;L504-TR-1206-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1206-02-02;RODAMIENTO
5;L504-TR-1206-02-03;DISCO INTERNO
4;L504-TR-1206-03;TAMBOR
5;L504-TR-1206-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1207;SPOOL DE BANDAS TR 1207
4;L504-TR-1207-01;DISCO FIJO
5;L504-TR-1207-01-01;ESPIRAL DERECHO
4;L504-TR-1207-02;DISCO GIRATORIO
5;L504-TR-1207-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1207-02-02;RODAMIENTO
5;L504-TR-1207-02-03;DISCO INTERNO
4;L504-TR-1207-03;TAMBOR
5;L504-TR-1207-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1208;SPOOL DE BANDAS TR 1208
4;L504-TR-1208-01;DISCO FIJO
5;L504-TR-1208-01-01;ESPIRAL DERECHO
4;L504-TR-1208-02;DISCO GIRATORIO
5;L504-TR-1208-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1208-02-02;RODAMIENTO
5;L504-TR-1208-02-03;DISCO INTERNO
4;L504-TR-1208-03;TAMBOR
5;L504-TR-1208-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1209;SPOOL DE BANDAS TR 1209
4;L504-TR-1209-01;DISCO FIJO
5;L504-TR-1209-01-01;ESPIRAL DERECHO
4;L504-TR-1209-02;DISCO GIRATORIO
5;L504-TR-1209-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1209-02-02;RODAMIENTO
5;L504-TR-1209-02-03;DISCO INTERNO
4;L504-TR-1209-03;TAMBOR
5;L504-TR-1209-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1210;SPOOL DE BANDAS TR 1210
4;L504-TR-1210-01;DISCO FIJO
5;L504-TR-1210-01-01;ESPIRAL DERECHO
4;L504-TR-1210-02;DISCO GIRATORIO
5;L504-TR-1210-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1210-02-02;RODAMIENTO
5;L504-TR-1210-02-03;DISCO INTERNO
4;L504-TR-1210-03;TAMBOR
5;L504-TR-1210-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1211;SPOOL DE BANDAS TR 1211
4;L504-TR-1211-01;DISCO FIJO
5;L504-TR-1211-01-01;ESPIRAL DERECHO
4;L504-TR-1211-02;DISCO GIRATORIO
5;L504-TR-1211-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1211-02-02;RODAMIENTO
5;L504-TR-1211-02-03;DISCO INTERNO
4;L504-TR-1211-03;TAMBOR
5;L504-TR-1211-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1212;SPOOL DE BANDAS TR 1212
4;L504-TR-1212-01;DISCO FIJO
5;L504-TR-1212-01-01;ESPIRAL DERECHO
4;L504-TR-1212-02;DISCO GIRATORIO
5;L504-TR-1212-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1212-02-02;RODAMIENTO
5;L504-TR-1212-02-03;DISCO INTERNO
4;L504-TR-1212-03;TAMBOR
5;L504-TR-1212-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1213;SPOOL DE BANDAS TR 1213
4;L504-TR-1213-01;DISCO FIJO
5;L504-TR-1213-01-01;ESPIRAL DERECHO
4;L504-TR-1213-02;DISCO GIRATORIO
5;L504-TR-1213-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1213-02-02;RODAMIENTO
5;L504-TR-1213-02-03;DISCO INTERNO
4;L504-TR-1213-03;TAMBOR
5;L504-TR-1213-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1214;SPOOL DE BANDAS TR 1214
4;L504-TR-1214-01;DISCO FIJO
5;L504-TR-1214-01-01;ESPIRAL DERECHO
4;L504-TR-1214-02;DISCO GIRATORIO
5;L504-TR-1214-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1214-02-02;RODAMIENTO
5;L504-TR-1214-02-03;DISCO INTERNO
4;L504-TR-1214-03;TAMBOR
5;L504-TR-1214-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1215;SPOOL DE BANDAS TR 1215
4;L504-TR-1215-01;DISCO FIJO
5;L504-TR-1215-01-01;ESPIRAL DERECHO
4;L504-TR-1215-02;DISCO GIRATORIO
5;L504-TR-1215-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1215-02-02;RODAMIENTO
5;L504-TR-1215-02-03;DISCO INTERNO
4;L504-TR-1215-03;TAMBOR
5;L504-TR-1215-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1216;SPOOL DE BANDAS TR 1216
4;L504-TR-1216-01;DISCO FIJO
5;L504-TR-1216-01-01;ESPIRAL DERECHO
4;L504-TR-1216-02;DISCO GIRATORIO
5;L504-TR-1216-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1216-02-02;RODAMIENTO
5;L504-TR-1216-02-03;DISCO INTERNO
4;L504-TR-1216-03;TAMBOR
5;L504-TR-1216-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1217;SPOOL DE BANDAS TR 1217
4;L504-TR-1217-01;DISCO FIJO
5;L504-TR-1217-01-01;ESPIRAL DERECHO
4;L504-TR-1217-02;DISCO GIRATORIO
5;L504-TR-1217-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1217-02-02;RODAMIENTO
5;L504-TR-1217-02-03;DISCO INTERNO
4;L504-TR-1217-03;TAMBOR
5;L504-TR-1217-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1218;SPOOL DE BANDAS TR 1218
4;L504-TR-1218-01;DISCO FIJO
5;L504-TR-1218-01-01;ESPIRAL DERECHO
4;L504-TR-1218-02;DISCO GIRATORIO
5;L504-TR-1218-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1218-02-02;RODAMIENTO
5;L504-TR-1218-02-03;DISCO INTERNO
4;L504-TR-1218-03;TAMBOR
5;L504-TR-1218-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1219;SPOOL DE BANDAS TR 1219
4;L504-TR-1219-01;DISCO FIJO
5;L504-TR-1219-01-01;ESPIRAL DERECHO
4;L504-TR-1219-02;DISCO GIRATORIO
5;L504-TR-1219-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1219-02-02;RODAMIENTO
5;L504-TR-1219-02-03;DISCO INTERNO
4;L504-TR-1219-03;TAMBOR
5;L504-TR-1219-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1220;SPOOL DE BANDAS TR 1220
4;L504-TR-1220-01;DISCO FIJO
5;L504-TR-1220-01-01;ESPIRAL DERECHO
4;L504-TR-1220-02;DISCO GIRATORIO
5;L504-TR-1220-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1220-02-02;RODAMIENTO
5;L504-TR-1220-02-03;DISCO INTERNO
4;L504-TR-1220-03;TAMBOR
5;L504-TR-1220-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1221;SPOOL DE BANDAS TR 1221
4;L504-TR-1221-01;DISCO FIJO
5;L504-TR-1221-01-01;ESPIRAL DERECHO
4;L504-TR-1221-02;DISCO GIRATORIO
5;L504-TR-1221-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1221-02-02;RODAMIENTO
5;L504-TR-1221-02-03;DISCO INTERNO
4;L504-TR-1221-03;TAMBOR
5;L504-TR-1221-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1222;SPOOL DE BANDAS TR 1222
4;L504-TR-1222-01;DISCO FIJO
5;L504-TR-1222-01-01;ESPIRAL DERECHO
4;L504-TR-1222-02;DISCO GIRATORIO
5;L504-TR-1222-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1222-02-02;RODAMIENTO
5;L504-TR-1222-02-03;DISCO INTERNO
4;L504-TR-1222-03;TAMBOR
5;L504-TR-1222-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1223;SPOOL DE BANDAS TR 1223
4;L504-TR-1223-01;DISCO FIJO
5;L504-TR-1223-01-01;ESPIRAL DERECHO
4;L504-TR-1223-02;DISCO GIRATORIO
5;L504-TR-1223-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1223-02-02;RODAMIENTO
5;L504-TR-1223-02-03;DISCO INTERNO
4;L504-TR-1223-03;TAMBOR
5;L504-TR-1223-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1224;SPOOL DE BANDAS TR 1224
4;L504-TR-1224-01;DISCO FIJO
5;L504-TR-1224-01-01;ESPIRAL DERECHO
4;L504-TR-1224-02;DISCO GIRATORIO
5;L504-TR-1224-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1224-02-02;RODAMIENTO
5;L504-TR-1224-02-03;DISCO INTERNO
4;L504-TR-1224-03;TAMBOR
5;L504-TR-1224-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1225;SPOOL DE BANDAS TR 1225
4;L504-TR-1225-01;DISCO FIJO
5;L504-TR-1225-01-01;ESPIRAL DERECHO
4;L504-TR-1225-02;DISCO GIRATORIO
5;L504-TR-1225-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1225-02-02;RODAMIENTO
5;L504-TR-1225-02-03;DISCO INTERNO
4;L504-TR-1225-03;TAMBOR
5;L504-TR-1225-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1226;SPOOL DE BANDAS TR 1226
4;L504-TR-1226-01;DISCO FIJO
5;L504-TR-1226-01-01;ESPIRAL DERECHO
4;L504-TR-1226-02;DISCO GIRATORIO
5;L504-TR-1226-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1226-02-02;RODAMIENTO
5;L504-TR-1226-02-03;DISCO INTERNO
4;L504-TR-1226-03;TAMBOR
5;L504-TR-1226-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1227;SPOOL DE BANDAS TR 1227
4;L504-TR-1227-01;DISCO FIJO
5;L504-TR-1227-01-01;ESPIRAL DERECHO
4;L504-TR-1227-02;DISCO GIRATORIO
5;L504-TR-1227-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1227-02-02;RODAMIENTO
5;L504-TR-1227-02-03;DISCO INTERNO
4;L504-TR-1227-03;TAMBOR
5;L504-TR-1227-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1228;SPOOL DE BANDAS TR 1228
4;L504-TR-1228-01;DISCO FIJO
5;L504-TR-1228-01-01;ESPIRAL DERECHO
4;L504-TR-1228-02;DISCO GIRATORIO
5;L504-TR-1228-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1228-02-02;RODAMIENTO
5;L504-TR-1228-02-03;DISCO INTERNO
4;L504-TR-1228-03;TAMBOR
5;L504-TR-1228-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1229;SPOOL DE BANDAS TR 1229
4;L504-TR-1229-01;DISCO FIJO
5;L504-TR-1229-01-01;ESPIRAL DERECHO
4;L504-TR-1229-02;DISCO GIRATORIO
5;L504-TR-1229-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1229-02-02;RODAMIENTO
5;L504-TR-1229-02-03;DISCO INTERNO
4;L504-TR-1229-03;TAMBOR
5;L504-TR-1229-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1230;SPOOL DE BANDAS TR 1230
4;L504-TR-1230-01;DISCO FIJO
5;L504-TR-1230-01-01;ESPIRAL DERECHO
4;L504-TR-1230-02;DISCO GIRATORIO
5;L504-TR-1230-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1230-02-02;RODAMIENTO
5;L504-TR-1230-02-03;DISCO INTERNO
4;L504-TR-1230-03;TAMBOR
5;L504-TR-1230-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1231;SPOOL DE BANDAS TR 1231
4;L504-TR-1231-01;DISCO FIJO
5;L504-TR-1231-01-01;ESPIRAL DERECHO
4;L504-TR-1231-02;DISCO GIRATORIO
5;L504-TR-1231-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1231-02-02;RODAMIENTO
5;L504-TR-1231-02-03;DISCO INTERNO
4;L504-TR-1231-03;TAMBOR
5;L504-TR-1231-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1232;SPOOL DE BANDAS TR 1232
4;L504-TR-1232-01;DISCO FIJO
5;L504-TR-1232-01-01;ESPIRAL DERECHO
4;L504-TR-1232-02;DISCO GIRATORIO
5;L504-TR-1232-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1232-02-02;RODAMIENTO
5;L504-TR-1232-02-03;DISCO INTERNO
4;L504-TR-1232-03;TAMBOR
5;L504-TR-1232-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1233;SPOOL DE BANDAS TR 1233
4;L504-TR-1233-01;DISCO FIJO
5;L504-TR-1233-01-01;ESPIRAL DERECHO
4;L504-TR-1233-02;DISCO GIRATORIO
5;L504-TR-1233-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1233-02-02;RODAMIENTO
5;L504-TR-1233-02-03;DISCO INTERNO
4;L504-TR-1233-03;TAMBOR
5;L504-TR-1233-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1234;SPOOL DE BANDAS TR 1234
4;L504-TR-1234-01;DISCO FIJO
5;L504-TR-1234-01-01;ESPIRAL DERECHO
4;L504-TR-1234-02;DISCO GIRATORIO
5;L504-TR-1234-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1234-02-02;RODAMIENTO
5;L504-TR-1234-02-03;DISCO INTERNO
4;L504-TR-1234-03;TAMBOR
5;L504-TR-1234-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1235;SPOOL DE BANDAS TR 1235
4;L504-TR-1235-01;DISCO FIJO
5;L504-TR-1235-01-01;ESPIRAL DERECHO
4;L504-TR-1235-02;DISCO GIRATORIO
5;L504-TR-1235-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1235-02-02;RODAMIENTO
5;L504-TR-1235-02-03;DISCO INTERNO
4;L504-TR-1235-03;TAMBOR
5;L504-TR-1235-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1236;SPOOL DE BANDAS TR 1236
4;L504-TR-1236-01;DISCO FIJO
5;L504-TR-1236-01-01;ESPIRAL DERECHO
4;L504-TR-1236-02;DISCO GIRATORIO
5;L504-TR-1236-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1236-02-02;RODAMIENTO
5;L504-TR-1236-02-03;DISCO INTERNO
4;L504-TR-1236-03;TAMBOR
5;L504-TR-1236-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1237;SPOOL DE BANDAS TR 1237
4;L504-TR-1237-01;DISCO FIJO
5;L504-TR-1237-01-01;ESPIRAL DERECHO
4;L504-TR-1237-02;DISCO GIRATORIO
5;L504-TR-1237-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1237-02-02;RODAMIENTO
5;L504-TR-1237-02-03;DISCO INTERNO
4;L504-TR-1237-03;TAMBOR
5;L504-TR-1237-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1238;SPOOL DE BANDAS TR 1238
4;L504-TR-1238-01;DISCO FIJO
5;L504-TR-1238-01-01;ESPIRAL DERECHO
4;L504-TR-1238-02;DISCO GIRATORIO
5;L504-TR-1238-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1238-02-02;RODAMIENTO
5;L504-TR-1238-02-03;DISCO INTERNO
4;L504-TR-1238-03;TAMBOR
5;L504-TR-1238-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1239;SPOOL DE BANDAS TR 1239
4;L504-TR-1239-01;DISCO FIJO
5;L504-TR-1239-01-01;ESPIRAL DERECHO
4;L504-TR-1239-02;DISCO GIRATORIO
5;L504-TR-1239-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1239-02-02;RODAMIENTO
5;L504-TR-1239-02-03;DISCO INTERNO
4;L504-TR-1239-03;TAMBOR
5;L504-TR-1239-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1240;SPOOL DE BANDAS TR 1240
4;L504-TR-1240-01;DISCO FIJO
5;L504-TR-1240-01-01;ESPIRAL DERECHO
4;L504-TR-1240-02;DISCO GIRATORIO
5;L504-TR-1240-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1240-02-02;RODAMIENTO
5;L504-TR-1240-02-03;DISCO INTERNO
4;L504-TR-1240-03;TAMBOR
5;L504-TR-1240-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1241;SPOOL DE BANDAS TR 1241
4;L504-TR-1241-01;DISCO FIJO
5;L504-TR-1241-01-01;ESPIRAL DERECHO
4;L504-TR-1241-02;DISCO GIRATORIO
5;L504-TR-1241-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1241-02-02;RODAMIENTO
5;L504-TR-1241-02-03;DISCO INTERNO
4;L504-TR-1241-03;TAMBOR
5;L504-TR-1241-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1242;SPOOL DE BANDAS TR 1242
4;L504-TR-1242-01;DISCO FIJO
5;L504-TR-1242-01-01;ESPIRAL DERECHO
4;L504-TR-1242-02;DISCO GIRATORIO
5;L504-TR-1242-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1242-02-02;RODAMIENTO
5;L504-TR-1242-02-03;DISCO INTERNO
4;L504-TR-1242-03;TAMBOR
5;L504-TR-1242-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1243;SPOOL DE BANDAS TR 1243
4;L504-TR-1243-01;DISCO FIJO
5;L504-TR-1243-01-01;ESPIRAL DERECHO
4;L504-TR-1243-02;DISCO GIRATORIO
5;L504-TR-1243-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1243-02-02;RODAMIENTO
5;L504-TR-1243-02-03;DISCO INTERNO
4;L504-TR-1243-03;TAMBOR
5;L504-TR-1243-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1244;SPOOL DE BANDAS TR 1244
4;L504-TR-1244-01;DISCO FIJO
5;L504-TR-1244-01-01;ESPIRAL DERECHO
4;L504-TR-1244-02;DISCO GIRATORIO
5;L504-TR-1244-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1244-02-02;RODAMIENTO
5;L504-TR-1244-02-03;DISCO INTERNO
4;L504-TR-1244-03;TAMBOR
5;L504-TR-1244-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1245;SPOOL DE BANDAS TR 1245
4;L504-TR-1245-01;DISCO FIJO
5;L504-TR-1245-01-01;ESPIRAL DERECHO
4;L504-TR-1245-02;DISCO GIRATORIO
5;L504-TR-1245-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1245-02-02;RODAMIENTO
5;L504-TR-1245-02-03;DISCO INTERNO
4;L504-TR-1245-03;TAMBOR
5;L504-TR-1245-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1246;SPOOL DE BANDAS TR 1246
4;L504-TR-1246-01;DISCO FIJO
5;L504-TR-1246-01-01;ESPIRAL DERECHO
4;L504-TR-1246-02;DISCO GIRATORIO
5;L504-TR-1246-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1246-02-02;RODAMIENTO
5;L504-TR-1246-02-03;DISCO INTERNO
4;L504-TR-1246-03;TAMBOR
5;L504-TR-1246-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1247;SPOOL DE BANDAS TR 1247
4;L504-TR-1247-01;DISCO FIJO
5;L504-TR-1247-01-01;ESPIRAL DERECHO
4;L504-TR-1247-02;DISCO GIRATORIO
5;L504-TR-1247-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1247-02-02;RODAMIENTO
5;L504-TR-1247-02-03;DISCO INTERNO
4;L504-TR-1247-03;TAMBOR
5;L504-TR-1247-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1248;SPOOL DE BANDAS TR 1248
4;L504-TR-1248-01;DISCO FIJO
5;L504-TR-1248-01-01;ESPIRAL DERECHO
4;L504-TR-1248-02;DISCO GIRATORIO
5;L504-TR-1248-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1248-02-02;RODAMIENTO
5;L504-TR-1248-02-03;DISCO INTERNO
4;L504-TR-1248-03;TAMBOR
5;L504-TR-1248-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1249;SPOOL DE BANDAS TR 1249
4;L504-TR-1249-01;DISCO FIJO
5;L504-TR-1249-01-01;ESPIRAL DERECHO
4;L504-TR-1249-02;DISCO GIRATORIO
5;L504-TR-1249-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1249-02-02;RODAMIENTO
5;L504-TR-1249-02-03;DISCO INTERNO
4;L504-TR-1249-03;TAMBOR
5;L504-TR-1249-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1250;SPOOL DE BANDAS TR 1250
4;L504-TR-1250-01;DISCO FIJO
5;L504-TR-1250-01-01;ESPIRAL DERECHO
4;L504-TR-1250-02;DISCO GIRATORIO
5;L504-TR-1250-02-01;ESPIRAL IZQUIERDO
5;L504-TR-1250-02-02;RODAMIENTO
5;L504-TR-1250-02-03;DISCO INTERNO
4;L504-TR-1250-03;TAMBOR
5;L504-TR-1250-03-01;MASAS
3;L504-SPOOL DE BANDAS TR 1251;SPOOL DE BANDAS TR 1251
4;L504-TR-1251-01;DISCO FIJO
5;L504-TR-1251-01-01;ESPIRAL DERECHO
4;L504-TR-1251-02;DISCO GIRATORIO
5;L504-TR-1251-02-01;ESPIRAL IZQUIERDO
